3,0.01,0.00500006249921853,1.41672464217824,1.42172457967902
3,0.02,0.0100004999749999,1.41925800672765,1.42925750675265
3,0.03,0.0150016873101561,1.42181384389678,1.43681215658663
3,0.04,0.0200039992000000,1.42439234175453,1.44438834255453
3,0.05,0.0250078100585943,1.42699368851308,1.45198587845448
3,0.06,0.0300134939250035,1.42961807247644,1.45960457855144
3,0.07,0.0350214243695458,1.43226568198775,1.46724425761820
3,0.08,0.0400319744000488,1.43493670537516,1.47490473097511
3,0.09,0.0450455163681102,1.43763133089658,1.48258581452847
3,0.1,0.0500624218753650,1.44034974668309,1.49028732480772
3,0.11,0.0550830616797667,1.44309214068107,1.49800907900131
3,0.12,0.0601078056018814,1.44585870059318,1.50575089499130
3,0.13,0.0651370224312078,1.44864961381801,1.51351259138680
3,0.14,0.0701710798325231,1.45146506738865,1.52129398755613
3,0.15,0.0752103442522671,1.45430524790997,1.52909490365770
3,0.16,0.0802551808249781,1.45717034149485,1.53691516066987
3,0.17,0.0853059532797813,1.46006053369920,1.54475458041942
3,0.18,0.0903630238469564,1.46297600945596,1.55261298560900
3,0.19,0.0954267531645870,1.46591695300798,1.56049019984340
3,0.2,0.100497500185319,1.46888354783993,1.56838604765461
3,0.21,0.105575622083239,1.47187597660914,1.57630035452590
3,0.22,0.110661474160896,1.47489442107557,1.58423294691467
3,0.23,0.115755409756496,1.47793906203084,1.59218365227435
3,0.24,0.120857780151275,1.48101007922640,1.60015229907512
3,0.25,0.125968934477106,1.48410765130083,1.60813871682372
3,0.26,0.131089219624339,1.48723195570649,1.61614273608215
3,0.27,0.136218980149932,1.49038316863534,1.62416418848541
3,0.28,0.141358558185886,1.49356146494417,1.63220290675828
3,0.29,0.146508293348034,1.49676701807916,1.64025872473113
3,0.3,0.151668522645212,1.50000000000000,1.64833147735479
3,0.31,0.156839580388860,1.50326058110341,1.65642100071455
3,0.32,0.162021798103094,1.50654893014632,1.66452713204323
3,0.33,0.167215504435290,1.50986521416867,1.67264970973338
3,0.34,0.172421025067229,1.51320959841592,1.68078857334869
3,0.35,0.177638682626857,1.51658224626136,1.68894356363450
3,0.36,0.182868796600703,1.51998331912827,1.69711452252757
3,0.37,0.188111683247017,1.52341297641204,1.70530129316502
3,0.38,0.193367655509670,1.52687137540224,1.71350371989257
3,0.39,0.198637022932899,1.53035867120485,1.72172164827195
3,0.4,0.203920091576919,1.53387501666460,1.72995492508768
3,0.41,0.209217163934498,1.53742056228761,1.73820339835311
3,0.42,0.214528538848536,1.54099545616431,1.74646691731578
3,0.43,0.219854511430716,1.54459984389284,1.75474533246213
3,0.44,0.225195372981302,1.54823386850287,1.76303849552157
3,0.45,0.230551410910133,1.55189767038010,1.77134625946997
3,0.46,0.235922908658895,1.55559138719136,1.77966847853246
3,0.47,0.241310145624738,1.55931515381050,1.78800500818576
3,0.48,0.246713397085290,1.56306910224518,1.79635570515988
3,0.49,0.252132934125170,1.56685336156448,1.80472042743931
3,0.5,0.257569023564035,1.57066805782768,1.81309903426365
3,0.51,0.263021927886256,1.57451331401406,1.82149138612781
3,0.52,0.268491905172286,1.57838924995393,1.82989734478164
3,0.53,0.273979209031784,1.58229598226097,1.83831677322918
3,0.54,0.279484088538580,1.58623362426592,1.84674953572734
3,0.55,0.285006788167535,1.59020228595181,1.85519549778428
3,0.56,0.290547547733373,1.59420207389063,1.86365452615726
3,0.57,0.296106602331558,1.59823309118174,1.87212648885018
3,0.58,0.301684182281271,1.60229543739194,1.88061125511067
3,0.59,0.307280513070565,1.60638920849737,1.88910869542681
3,0.6,0.312895815303755,1.61051449682732,1.89761868152356
3,0.61,0.318530304651107,1.61467139100990,1.90614108635880
3,0.62,0.324184191800898,1.61885997591990,1.91467578411900
3,0.63,0.329857682413879,1.62308033262858,1.92322265021470
3,0.64,0.335550977080238,1.62733253835582,1.93178156127559
3,0.65,0.341264271279078,1.63161666642440,1.94035239514533
3,0.66,0.346997755340487,1.63593278621662,1.94893503087613
3,0.67,0.352751614410248,1.64028096313330,1.95752934872305
3,0.68,0.358526028417217,1.64466125855526,1.96613523013804
3,0.69,0.364321172043433,1.64907372980721,1.97475255776378
3,0.7,0.370137214696998,1.65351843012426,1.98338121542726
3,0.71,0.375974320487746,1.65799540862095,1.99202108813320
3,0.72,0.381832648205758,1.66250471026298,2.00067206205722
3,0.73,0.387712351302736,1.66704637584158,2.00933402453884
3,0.74,0.393613577876275,1.67162044195062,2.01800686407434
3,0.75,0.399536470657043,1.67622694096643,2.02669047030939
3,0.76,0.405481166998896,1.68086590103043,2.03538473403154
3,0.77,0.411447798871940,1.68553734603455,2.04408954716261
3,0.78,0.417436492858559,1.69024129560946,2.05280480275090
3,0.79,0.423447370152390,1.69497776511564,2.06153039496325
3,0.8,0.429480546560287,1.69974676563731,2.07026621907702
3,0.81,0.435536132507230,1.70454830397920,2.07901217147197
3,0.82,0.441614233044211,1.70938238266616,2.08776814962195
3,0.83,0.447714947859057,1.71424899994566,2.09653405208660
3,0.84,0.453838371290196,1.71914814979311,2.10530977850292
3,0.85,0.459984592343331,1.72407982192004,2.11409522957670
3,0.86,0.466153694711020,1.72904400178502,2.12289030707400
3,0.87,0.472345756795113,1.73404067060753,2.13169491381242
3,0.88,0.478560851732030,1.73906980538446,2.14050895365243
3,0.89,0.484799047420840,1.74413137890942,2.14933233148858
3,0.9,0.491060406554106,1.74922535979478,2.15816495324068
3,0.91,0.497344986651445,1.75435171249637,2.16700672584492
3,0.92,0.503652840095768,1.75951039734077,2.17585755724501
